"","id","member_id","loan_amnt","funded_amnt","term_mnths","int_per","installment","grade","sub_grade","emp_title","emp_yrs","home_ownership","annual_inc","verification_status","issue_d","loan_status","desc","purpose","title","addr_state","dti","open_acc","revol_bal","revol_util_per","total_acc","total_pymnt","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","last_payment_due","issue_date","lpd_yr","iss_yr","paid_mths","unpaid_mths","future_value","credit_loss"
"29338",523438,677248,4000,4000,60,15.21,96,"D","D2","hertz equipment rental","10+","mortgage",55000,"not verified","Jun-10","Charged Off","  Borrower added on 05/30/10 > I plan to use the funds to replace my engine that lost compression recently. I have a 77 Caddilac Seville that was a 4 door hardtop and is now a 2 door softtop in very good condition. I will be putting a LT1 Corvette engine in it. (I could wait but I dont want to miss the summer  driving season: car shows).<br/>I have  had another loan through this club back in 2007 and paid it off within a year and a half, when I recd my commision check. <br/>My job is very stable based upon the extensive knowledge that I have compiled  in 13 years of service with the company, holding many supervisory positions. With the economy on the rebound and having stayed employed during the last 4 years, should be of some testament to my commitment to my company. Thanks for your time reviewing this application.<br/> Borrower added on 05/30/10 > One possible lender asked about spouses income and I forgot to mention that she is an RN with over 20 years in her field.<br/> Borrower added on 05/30/10 > We have 40k equity in the house. We spent an additional 10k to add central air and heat,  and a new double garage door that is insulated.<br/>","major_purchase","engine replacement","WA",16.04,10,16541,93.2,30,4404,2613,1576,0,216,2,"Feb-14",96,2014-02-01,2010-06-01,"2014","2010",44,16,1387,1320
"29339",521140,673873,5500,5500,60,13.23,126,"C","C1","missing","5","mortgage",24000,"not verified","Jun-10","Charged Off","  Borrower added on 05/29/10 > pay off bank of america & united credit card<br/>","credit_card","bank of america","CA",22.75,14,15466,35.9,31,1890,903,728,0,259,47,"Jul-11",126,2011-07-01,2010-06-01,"2011","2010",13,47,4597,5663
"29341",522162,675411,18000,11700,60,11.86,259,"B","B5","zurich insurance","2","mortgage",56004,"not verified","Jun-10","Charged Off","","debt_consolidation","paul's debit consolidation","IL",14.93,11,29524,70.7,35,7263,4604,2647,0,13,0,"Oct-12",259,2012-10-01,2010-06-01,"2012","2010",28,32,13396,15667
"29348",514286,664771,13000,8675,60,18.3,222,"F","F1","sybron implant solutions","2","mortgage",53600,"source verified","Jun-10","Charged Off","  Borrower added on 05/28/10 > I plan to use the proceeds to payoff high interest rate credit cards.<br/>My job is very stable.  I will have no problem making the monthly payments.  The loan will allow my monthly payments to free up $$ for my contribution to my employee 401K.<br/> Borrower added on 05/29/10 > I plan to payoff the following debts:<br/>Capital One M/C        $2600      APR 23%<br/>Dell                              1500               29.99<br/>Home Depot                  600                29.99<br/>Macy's (2 accts)           1000               26.99<br/>New York & Co               500                22.8<br/>Nordstrom's                   1500               22.9<br/>Sears                               350               25.5<br/>Avocado Manor HOA    3200+             Late fees <br/>Remainer to Dental needs for upcoming root canal ??<br/>I will NOT be paying off Cap One VISA  $5500 or<br/>AmeriCredit Car Pmt 12%<br/> Borrower added on 05/29/10 > I added my loan intentions detail.  Not sure if it has posted properly<br/> Borrower added on 05/31/10 > The main reason for applying for the loan is due to an unexpected car repair in March, 2010 (transmission on '03 Mercedes = $3,300)  My debt would not be this high.<br/>","debt_consolidation","debt help","CA",20.51,13,14633,89.5,34,4434,2066,2353,0,15,0,"Feb-12",222,2012-02-01,2010-06-01,"2012","2010",20,40,10934,14665
"29357",523228,676166,10000,6900,60,11.86,153,"B","B5","essex county dept. of corrections","2","rent",72000,"source verified","Jun-10","Charged Off","","debt_consolidation","nes","NJ",19.1,11,6386,45.3,29,3936,2276,1383,0,277,3,"Jun-12",153,2012-06-01,2010-06-01,"2012","2010",24,36,7724,8939
"29359",523196,676890,6000,6000,36,15.95,211,"D","D4","circle graphics","5","rent",171000,"not verified","Jun-10","Charged Off","","debt_consolidation","credit card consolidation","CA",8.27,7,8317,97.8,30,2796,1490,1103,0,203,2,"Sep-11",238,2011-09-01,2010-06-01,"2011","2010",15,21,4510,5005
"29361",523157,676839,23000,14600,60,17.93,370,"E","E5","the raymond group","6","rent",65000,"verified","Jun-10","Charged Off","  Borrower added on 05/28/10 > Want to pay off my high interest credit card debt.  My debt increased due to having help support 3 grown children all of whom lost jobs due to the economy in the last year and a half.  1 is now working full time, another part.  1 still looking.  Loan will help with money finances and paying off more quickly.  Job is secure.  Almost 6 years and I read contracts.<br/> Borrower added on 06/03/10 > Please feel free to ask any questions.  I am happy to respond to any inquiries to help ease concerns with regard to my loan application.  Thank you in advance for your assistance.<br/>","debt_consolidation","my debt improvement loan","CA",16.3,8,23516,90.7,13,3325,1450,1875,0,0,0,"Mar-11",370,2011-03-01,2010-06-01,"2011","2010",9,51,21550,30957
"29371",523072,676730,22000,15250,60,19.04,396,"F","F3","liberty mutual","10+","mortgage",76000,"verified","Jun-10","Charged Off","  Borrower added on 05/28/10 > Consolidating my personal loans together with my credit cards with 24 - 29% high interest into one payment which will help my FICO to climb back up & I will pay Dad back early for helping me out when I needed it.<br/>","debt_consolidation","pay back dad and consolidate credit card","FL",11.05,11,5955,49.6,33,8748,3859,4849,39,0,0,"May-12",396,2012-05-01,2010-06-01,"2012","2010",23,37,18141,24124
"29384",522929,676452,16000,16000,36,14.35,550,"C","C4","bryce hospital","10+","mortgage",53000,"verified","Jun-10","Charged Off","","credit_card","credit cards refinance","AL",17.14,13,20150,76,26,18439,5227,5339,54,7820,2737,"Nov-13",188,2013-11-01,2010-06-01,"2013","2010",41,-5,10773,2700
"29393",522760,676207,10000,9900,36,10.38,321,"B","B1","missing","6","mortgage",125000,"not verified","Jun-10","Charged Off","  Borrower added on 06/02/10 > Eight years ago, I was rear-ended on an interstate highway by an uninsured driver.  It badly twisted my neck, and I have been in pain and in treatment by doctors ever since.  I have followed a conservative course of treatment to avoid surgery, but when I stopped improving last year, I saw a neurosurgeon and he recommended surgery if I ever wanted the pain to go away.<br/><br/>My claim against the insurance industry is still open.  I have not settled for two reasons.  One, I haven't finished treatment, and two, they have offered to settle for only $70,000.  That sounds like a lot, but it does not cover the financial damage of eight years of medical expenses that I have had to fund out of my own pocket.<br/><br/>I have been putting together my final set of documentation to submit, but Iâve reached the end of my claim period and to keep the claim open, I must file suit.  My claim is also against my own insurance company, whom I have been with for 30 years.  In the past they have always settled claims fairly, but none of those was ever a personal injury claim.<br/><br/>I have not been, nor am I now, represented by an attorney.  I don't agree with the personal injury contingency approach to settling an accident claim.  <br/>I need one now to file suit and to provide advice on a few key issues because of the push-back Iâm getting.  I have no intention of going to court, but I do expect to go to mediation. <br/><br/>I believe the claim is worth at least $100,000 and perhaps more.  Why do I believe that now?  From the research Iâve done and because of the Neurosurgeon report that will say that the  surgery is necessary.<br/><br/>Use of funds:  To cover attorney fees, filing fees, doctor's statements and mediation.  <br/><br/>Source of Repayment:  When the claim settles.<br/><br/>I will include a copy of the last offer from the insurance company to the Lending Club folks along with income information.  I am also willing to have a lien placed on the claim.<br/><br/>Thank you for your consideration.<br/>","other","pre-insurance settlement funding","TX",21.89,9,86016,81.2,17,8081,6124,1711,31,215,3,"Dec-12",152,2012-12-01,2010-06-01,"2012","2010",30,6,3876,3781
"29396",522245,675511,18000,11825,60,18.67,305,"F","F2","amtrak","3","rent",65000,"verified","Jun-10","Charged Off","  Borrower added on 05/29/10 > My job is stable. I'm a locomotive engineer for Amtrak.<br/><br/>I plan on consolidating my car payments with my credit card just to make everything in one simple payment instead of being spread out.<br/><br/>I'm never late on any payments.<br/>","debt_consolidation","miguel","NJ",17.34,10,23661,73.9,13,16147,9272,6238,0,637,110,"Sep-14",305,2014-09-01,2010-06-01,"2014","2010",51,9,8728,8786
"29405",522112,675348,16000,16000,60,11.12,349,"B","B3","federal gov't - ssa","10+","mortgage",98268,"verified","Jun-10","Charged Off","  Borrower added on 05/27/10 > I plan to use this money to consolodate my debts. I have worked for the Federal Government for over 19 years and have a stable and steady income.<br/>","debt_consolidation","consolidation","NY",12.32,12,24188,35,41,6976,4168,2808,0,0,0,"Apr-12",397,2012-04-01,2010-06-01,"2012","2010",22,38,11832,14098
"29406",522676,676085,4200,4200,60,20.9,113,"G","G3","tequesta trace middle school","1","rent",39999,"source verified","Jun-10","Charged Off","  Borrower added on 05/27/10 > My son became really sick. His medical bills are outrages and I just can't handle them.<br/>","medical","medical bills","FL",11.55,3,1910,95.5,8,3084,680,1013,0,1391,337,"Sep-11",113,2011-09-01,2010-06-01,"2011","2010",15,45,3520,3694
"29409",522644,676032,3200,3200,60,17.19,80,"E","E3","norwalk toyota","4","mortgage",30000,"source verified","May-10","Charged Off","","other","relief loan","CA",12.16,4,1974,98.7,19,238,103,135,0,0,0,"Sep-10",80,2010-09-01,2010-05-01,"2010","2010",4,56,3097,4536
"29414",522257,675530,20000,13625,60,15.58,328,"D","D3","atascadero state hospital","1","rent",86004,"verified","Jun-10","Charged Off","  Borrower added on 05/26/10 > paying off my credit cards and I'm a registered nurse who just recently got divorced and stuck with all this debt :)<br/>","debt_consolidation","credit cards are the devil","CA",17.54,12,18641,67.8,18,5425,2486,2431,0,508,5,"Sep-11",328,2011-09-01,2010-06-01,"2011","2010",15,45,17514,22712
"29418",522498,675852,10000,10000,60,15.21,239,"D","D2","target corp","2","rent",33600,"verified","Jun-10","Charged Off","  Borrower added on 05/26/10 > Although my original loan amount of $25,000 was denied, Thank you for the loan $10,000 amount. It helps tremendously.<br/> Borrower added on 06/05/10 > The term is for 5 years however the loan will most likely be paid in less than 2 years.<br/>","major_purchase","property purchase","CA",4.46,5,3932,77.1,5,2627,1308,1305,0,14,5,"May-11",239,2011-05-01,2010-06-01,"2011","2010",11,49,8692,11697
"29435",521056,673742,16000,9675,60,11.49,213,"B","B4","wythe county community hospital","10+","mortgage",48996,"verified","Jun-10","Charged Off","  Borrower added on 05/26/10 > I am going to combine credit card debt and do some<br/>home improvement<br/>","other","relief","VA",14.84,9,2896,14.1,28,3403,2055,1331,0,17,6,"Oct-11",213,2011-10-01,2010-06-01,"2011","2010",16,44,13945,17143
"29455",522048,675245,17500,11750,60,13.23,269,"C","C1","missing","<1","rent",60000,"verified","Jun-10","Charged Off","  Borrower added on 05/30/10 > I will be providing services to individuals and small businesses in the way of asset protection, and will also help them with plans to pass their wealth on to future generations . In the times that we live in, one misstep can cause an individual or small business to lose everything. My business is designed to prevent that. The proceeds are needed to make sure my business starts on a solid foundation. To me, this means I need to have the appropriate resources available, appropriate exposure (website, advertising, etc.), supplies (software programs, paper, etc.), equipment (printer/copy machine) and an office space. The proceeds will also be used for prepaid expenses and to help me to meet unexpected expenses while I am building my business.<br/> Borrower added on 06/05/10 > I forgot to mention that a portion of the loan will be used to pay off a loan with a very high interest rate.  This loan will only increase my actual monthly debt by approximately $50.  Also, this business will not be my only source of income.<br/>","small_business","helping business","CA",23.92,10,8023,43.1,20,3187,1575,1561,0,50,17,"Jul-11",150,2011-07-01,2010-06-01,"2011","2010",13,47,15925,20442
"29456",522062,675265,25000,16025,60,11.49,352,"B","B4","dept of navy, nbhc nas pensacola","2","mortgage",40000,"verified","Jun-10","Charged Off","  Borrower added on 05/25/10 > I am looking to do some upgrades to my home.  I have pretty good value in it now but if I add some nice details to my kitchen, and my master bath and bedroom. It would increase my value by 15000.00<br/>","home_improvement","home improvement","FL",4.95,9,3367,6.1,33,5955,3341,2576,18,21,0,"Aug-12",60,2012-08-01,2010-06-01,"2012","2010",26,34,21659,25445
"29463",522028,675222,11200,8000,60,16.45,196,"E","E1","specs","8","rent",38400,"not verified","Jun-10","Charged Off","  Borrower added on 05/26/10 > This loan is to help pay for school and reduce a few debts into a more managable monthly payment.<br/> Borrower added on 05/31/10 > I have recently restructured the budget that I was following. In order for my new budget to work and that I can continue with going back to school, I have asked for this loan to consolidate down some loans and a credit card that I have, as well as having the money to pay for the out of pocket expense that my federal funding does not provide for.<br/>","other","consolidation","TX",24.41,8,2165,94.1,11,2352,1121,1231,0,0,0,"Jun-11",196,2011-06-01,2010-06-01,"2011","2010",12,48,10079,13824
